timestamp,NL_load_actual_entsoe_transparency,NL_load_forecast_entsoe_transparency,NL_solar_generation_actual,NL_wind_generation_actual,NL_wind_offshore_generation_actual,NL_wind_onshore_generation_actual
2018-01-07T07:00:00+0100,11223,10999,0,2512,676,1836
2018-01-07T08:00:00+0100,11983,11739,0,2587,620,1967
2018-01-07T09:00:00+0100,12598,12594,116,2551,575,1976
2018-01-07T10:00:00+0100,12995,13287,444,2386,528,1858
2018-01-07T11:00:00+0100,13110,13625,741,2300,492,1809
2018-01-07T12:00:00+0100,13210,13914,883,2201,489,1712
2018-01-07T13:00:00+0100,13116,13885,896,2264,501,1763
2018-01-07T14:00:00+0100,13122,13910,758,2348,530,1819
2018-01-07T15:00:00+0100,13338,13965,488,2429,520,1909
2018-01-07T16:00:00+0100,13885,14179,195,2543,539,2005
2018-01-07T17:00:00+0100,15428,14805,39,2686,582,2104
2018-01-07T18:00:00+0100,15282,14206,0,2851,618,2233
2018-01-07T19:00:00+0100,14916,13631,0,2907,657,2250
2018-01-07T20:00:00+0100,14255,13058,0,2894,673,2220
2018-01-07T21:00:00+0100,13541,12454,0,2911,719,2192
2018-01-07T22:00:00+0100,12711,11789,0,2951,740,2212
2018-01-07T23:00:00+0100,11769,11090,0,2893,728,2165
2018-01-08T00:00:00+0100,11238,10658,0,2736,671,2064
2018-01-08T01:00:00+0100,10872,10227,0,2696,691,2005
2018-01-08T02:00:00+0100,10684,9770,0,2652,738,1913
2018-01-08T03:00:00+0100,10664,9496,0,2752,800,1952
2018-01-08T04:00:00+0100,10844,9349,0,2796,828,1968
2018-01-08T05:00:00+0100,11419,9625,0,2761,823,1938
2018-01-08T06:00:00+0100,13086,10500,0,2896,833,2063
2018-01-08T07:00:00+0100,15507,11723,0,2940,841,2099
2018-01-08T08:00:00+0100,17095,12918,0,2835,834,2000
2018-01-08T09:00:00+0100,17340,13629,105,2751,831,1920
2018-01-08T10:00:00+0100,17169,14103,390,2698,837,1861
2018-01-08T11:00:00+0100,16944,14191,617,2622,833,1789
2018-01-08T12:00:00+0100,16702,14305,687,2653,832,1821
2018-01-08T13:00:00+0100,16771,14524,654,2672,835,1836
2018-01-08T14:00:00+0100,16854,14857,523,2732,839,1893
2018-01-08T15:00:00+0100,16962,15237,328,2697,827,1871
2018-01-08T16:00:00+0100,17340,15644,134,2821,847,1973
2018-01-08T17:00:00+0100,18415,16394,27,3039,849,2189
2018-01-08T18:00:00+0100,17711,15954,0,3037,834,2203
2018-01-08T19:00:00+0100,17081,15454,0,2926,806,2119
2018-01-08T20:00:00+0100,16082,14904,0,2861,822,2039
2018-01-08T21:00:00+0100,15020,14279,0,2881,841,2040
2018-01-08T22:00:00+0100,13870,13390,0,2921,827,2094
2018-01-08T23:00:00+0100,12846,12471,0,2610,808,1802
2018-01-09T00:00:00+0100,12024,11705,0,2312,832,1481
2018-01-09T01:00:00+0100,11520,11116,0,2238,831,1408
2018-01-09T02:00:00+0100,11259,10663,0,2278,838,1440
2018-01-09T03:00:00+0100,11174,10469,0,2335,799,1536
2018-01-09T04:00:00+0100,11260,10454,0,2121,764,1356
2018-01-09T05:00:00+0100,11760,10842,0,1866,798,1068
2018-01-09T06:00:00+0100,13212,12016,0,1660,749,912
2018-01-09T07:00:00+0100,15666,13744,0,1706,746,960
2018-01-09T08:00:00+0100,17130,15380,0,1602,721,881
2018-01-09T09:00:00+0100,17497,16151,109,1522,691,831
2018-01-09T10:00:00+0100,17480,16586,399,1375,680,695
2018-01-09T11:00:00+0100,17289,16559,619,1261,635,626
2018-01-09T12:00:00+0100,17000,16482,670,1248,634,614
2018-01-09T13:00:00+0100,17050,16431,598,997,563,434
2018-01-09T14:00:00+0100,17071,16505,422,991,543,449
2018-01-09T15:00:00+0100,17158,16554,220,954,520,434
2018-01-09T16:00:00+0100,17490,16759,75,953,472,481
2018-01-09T17:00:00+0100,18230,17567,14,993,457,535
2018-01-09T18:00:00+0100,17440,16679,0,925,375,550
2018-01-09T19:00:00+0100,16790,15702,0,947,408,539
2018-01-09T20:00:00+0100,15824,15111,0,945,394,551
2018-01-09T21:00:00+0100,14749,14501,0,833,348,485
2018-01-09T22:00:00+0100,13571,13609,0,746,380,366
2018-01-09T23:00:00+0100,12527,12542,0,700,353,347
2018-01-10T00:00:00+0100,11746,11867,0,722,297,425
2018-01-10T01:00:00+0100,11231,11229,0,600,212,389
2018-01-10T02:00:00+0100,10973,10666,0,465,137,328
2018-01-10T03:00:00+0100,10829,10538,0,470,78,393
2018-01-10T04:00:00+0100,10866,10565,0,474,104,371
2018-01-10T05:00:00+0100,11453,11090,0,600,138,462
2018-01-10T06:00:00+0100,12954,12548,0,671,174,496
2018-01-10T07:00:00+0100,15228,14551,0,715,183,532
2018-01-10T08:00:00+0100,16774,16531,0,731,155,576
2018-01-10T09:00:00+0100,17273,17582,11,801,179,621
2018-01-10T10:00:00+0100,17415,18121,40,812,209,602
2018-01-10T11:00:00+0100,17445,18382,69,790,216,574
2018-01-10T12:00:00+0100,17196,18275,86,732,224,508
2018-01-10T13:00:00+0100,17199,18248,84,678,217,461
2018-01-10T14:00:00+0100,17064,18210,68,594,207,387
2018-01-10T15:00:00+0100,17117,18174,46,541,162,379
2018-01-10T16:00:00+0100,17420,18271,21,666,214,452
2018-01-10T17:00:00+0100,18163,18871,5,774,274,500
2018-01-10T18:00:00+0100,17275,17583,0,809,291,518
2018-01-10T19:00:00+0100,16580,16391,0,792,315,477
2018-01-10T20:00:00+0100,15678,15753,0,725,286,439
2018-01-10T21:00:00+0100,14669,14858,0,635,253,383
2018-01-10T22:00:00+0100,13498,13799,0,546,253,294
2018-01-10T23:00:00+0100,12568,12739,0,482,227,256
2018-01-11T00:00:00+0100,11834,12131,0,284,86,197
2018-01-11T01:00:00+0100,11311,11551,0,168,35,133
2018-01-11T02:00:00+0100,11016,11144,0,166,69,97
2018-01-11T03:00:00+0100,10898,11061,0,138,45,93
2018-01-11T04:00:00+0100,10950,11188,0,103,34,68
2018-01-11T05:00:00+0100,11467,11720,0,59,9,49
2018-01-11T06:00:00+0100,13061,13277,0,43,0,43
2018-01-11T07:00:00+0100,15387,15437,0,48,0,48
2018-01-11T08:00:00+0100,16863,18386,0,48,0,48
2018-01-11T09:00:00+0100,17254,18107,35,47,0,47
2018-01-11T10:00:00+0100,17178,18480,121,47,0,47
2018-01-11T11:00:00+0100,17086,18429,188,46,0,46
2018-01-11T12:00:00+0100,16786,18188,218,64,7,57
2018-01-11T13:00:00+0100,16743,18182,224,77,4,73
2018-01-11T14:00:00+0100,16768,18173,190,78,12,66
2018-01-11T15:00:00+0100,16885,18080,120,120,23,98
2018-01-11T16:00:00+0100,17128,18243,47,164,28,136
2018-01-11T17:00:00+0100,17928,18807,10,163,28,135
2018-01-11T18:00:00+0100,17254,17670,0,188,38,150
2018-01-11T19:00:00+0100,16629,16940,0,228,65,164
2018-01-11T20:00:00+0100,15779,16385,0,198,77,120
2018-01-11T21:00:00+0100,14707,15283,0,146,53,93
2018-01-11T22:00:00+0100,13530,14093,0,182,65,117
2018-01-11T23:00:00+0100,12585,13114,0,214,93,120
2018-01-12T00:00:00+0100,11808,11728,0,238,127,112
2018-01-12T01:00:00+0100,11315,11133,0,271,140,130
2018-01-12T02:00:00+0100,11000,10783,0,295,142,153
2018-01-12T03:00:00+0100,10909,10750,0,286,145,140
2018-01-12T04:00:00+0100,10966,10936,0,209,84,125
2018-01-12T05:00:00+0100,11466,11507,0,161,53,108
2018-01-12T06:00:00+0100,12952,12888,0,203,117,86
2018-01-12T07:00:00+0100,15263,14627,0,176,90,86
2018-01-12T08:00:00+0100,16870,16248,0,153,68,85
2018-01-12T09:00:00+0100,17388,17010,15,136,64,72
2018-01-12T10:00:00+0100,17489,17291,52,175,100,75
2018-01-12T11:00:00+0100,17483,17310,89,178,106,72
2018-01-12T12:00:00+0100,17300,17155,114,148,91,57
2018-01-12T13:00:00+0100,17272,17047,112,163,103,60
2018-01-12T14:00:00+0100,17142,16993,88,164,110,55
2018-01-12T15:00:00+0100,17037,16870,56,179,124,55
2018-01-12T16:00:00+0100,17159,16963,26,187,131,56
2018-01-12T17:00:00+0100,17839,17606,6,235,167,68
2018-01-12T18:00:00+0100,17137,16632,0,284,203,81
2018-01-12T19:00:00+0100,16336,15722,0,275,184,91
2018-01-12T20:00:00+0100,15337,14922,0,292,187,105
2018-01-12T21:00:00+0100,14303,13901,0,300,201,99
2018-01-12T22:00:00+0100,13287,12827,0,278,182,96
2018-01-12T23:00:00+0100,12566,12047,0,292,186,106
2018-01-13T00:00:00+0100,11832,12005,0,356,206,150
2018-01-13T01:00:00+0100,11201,11414,0,334,163,171
2018-01-13T02:00:00+0100,10861,11049,0,384,199,185
2018-01-13T03:00:00+0100,10659,10903,0,426,196,230
2018-01-13T04:00:00+0100,10646,10844,0,430,211,219
2018-01-13T05:00:00+0100,10798,11030,0,446,189,256
2018-01-13T06:00:00+0100,11415,11532,0,420,166,255
2018-01-13T07:00:00+0100,12348,12492,0,477,204,274
2018-01-13T08:00:00+0100,13447,13562,0,471,217,254
2018-01-13T09:00:00+0100,14454,14637,27,523,264,260
2018-01-13T10:00:00+0100,15012,15325,93,654,365,289
2018-01-13T11:00:00+0100,15144,15416,156,694,390,304
2018-01-13T12:00:00+0100,14948,15268,214,582,351,231
2018-01-13T13:00:00+0100,14745,15024,254,583,347,237
2018-01-13T14:00:00+0100,14567,14803,246,692,355,337
2018-01-13T15:00:00+0100,14471,14784,177,884,367,517
2018-01-13T16:00:00+0100,14757,15011,81,1149,466,683
2018-01-13T17:00:00+0100,15712,15717,19,1337,612,725
2018-01-13T18:00:00+0100,15387,14931,0,1468,725,744
2018-01-13T19:00:00+0100,14833,14265,0,1311,643,668
2018-01-13T20:00:00+0100,14094,13616,0,1289,587,702
2018-01-13T21:00:00+0100,13334,12916,0,1339,577,762
2018-01-13T22:00:00+0100,12618,12251,0,1323,544,779
2018-01-13T23:00:00+0100,11857,11788,0,1270,431,839
2018-01-14T00:00:00+0100,11304,11227,0,1293,427,866
2018-01-14T01:00:00+0100,10829,10723,0,1201,459,742
2018-01-14T02:00:00+0100,10513,10268,0,1245,500,745
2018-01-14T03:00:00+0100,10333,9896,0,1300,492,808
2018-01-14T04:00:00+0100,10276,9683,0,1410,512,898
2018-01-14T05:00:00+0100,10356,9700,0,1346,524,822
2018-01-14T06:00:00+0100,10724,9991,0,1315,554,762
2018-01-14T07:00:00+0100,11229,10465,0,1403,588,815
2018-01-14T08:00:00+0100,11943,11155,1,1419,630,789
2018-01-14T09:00:00+0100,12646,11920,81,1446,609,837
2018-01-14T10:00:00+0100,13128,12659,294,1396,616,779
2018-01-14T11:00:00+0100,13298,12995,484,1288,566,722
2018-01-14T12:00:00+0100,13314,13303,592,1092,525,567
2018-01-14T13:00:00+0100,13130,13257,598,940,436,504
2018-01-14T14:00:00+0100,12985,13194,482,752,288,464
2018-01-14T15:00:00+0100,13155,13295,309,692,272,420
2018-01-14T16:00:00+0100,13596,13549,156,882,329,553
2018-01-14T17:00:00+0100,15145,14359,55,1267,505,762
2018-01-14T18:00:00+0100,15190,13838,0,1561,605,955
2018-01-14T19:00:00+0100,14824,13385,0,1505,637,868
2018-01-14T20:00:00+0100,14208,12855,0,1549,526,1023
2018-01-14T21:00:00+0100,13441,12351,0,1679,560,1119
2018-01-14T22:00:00+0100,12612,11696,0,1808,632,1176
2018-01-14T23:00:00+0100,11746,10911,0,2003,688,1314
2018-01-15T00:00:00+0100,11194,10432,0,2191,769,1422
2018-01-15T01:00:00+0100,10831,9976,0,2059,824,1234
2018-01-15T02:00:00+0100,10568,9537,0,1966,838,1128
2018-01-15T03:00:00+0100,10494,9277,0,1996,852,1145
2018-01-15T04:00:00+0100,10634,9217,0,2022,847,1175
2018-01-15T05:00:00+0100,11272,9493,0,2303,861,1442
2018-01-15T06:00:00+0100,12928,10281,0,2571,862,1709
2018-01-15T07:00:00+0100,15312,11493,0,2815,866,1949
2018-01-15T08:00:00+0100,16910,12644,1,3042,867,2175
2018-01-15T09:00:00+0100,17318,13282,18,3329,867,2462
2018-01-15T10:00:00+0100,17386,13631,56,3458,867,2591
2018-01-15T11:00:00+0100,17416,13624,74,3478,870,2608
2018-01-15T12:00:00+0100,17392,13733,64,3465,869,2596
2018-01-15T13:00:00+0100,17546,13889,47,3581,864,2717
2018-01-15T14:00:00+0100,17582,14234,36,3678,862,2816
2018-01-15T15:00:00+0100,17654,14500,25,3700,867,2833
2018-01-15T16:00:00+0100,17974,14841,10,3699,863,2837
2018-01-15T17:00:00+0100,18582,15684,2,3720,866,2854
2018-01-15T18:00:00+0100,17689,15269,0,3657,865,2792
2018-01-15T19:00:00+0100,17003,14764,0,3625,867,2758
2018-01-15T20:00:00+0100,16032,14094,0,3523,867,2656
2018-01-15T21:00:00+0100,14992,13469,0,3326,851,2475
2018-01-15T22:00:00+0100,13841,12661,0,3225,855,2371
2018-01-15T23:00:00+0100,12789,11902,0,3074,860,2214
2018-01-16T00:00:00+0100,12007,11279,0,3289,858,2432
2018-01-16T01:00:00+0100,11509,10740,0,3246,853,2393
2018-01-16T02:00:00+0100,11185,10316,0,3203,863,2340
2018-01-16T03:00:00+0100,10994,10082,0,3089,861,2228
2018-01-16T04:00:00+0100,11076,10044,0,2971,862,2109
2018-01-16T05:00:00+0100,11672,10483,0,3128,848,2281
2018-01-16T06:00:00+0100,13253,11580,0,3162,816,2346
2018-01-16T07:00:00+0100,15571,13406,0,2856,833,2023
2018-01-16T08:00:00+0100,16964,15049,1,2687,822,1866
2018-01-16T09:00:00+0100,17350,15861,41,2786,759,2028
2018-01-16T10:00:00+0100,17376,16418,172,2962,859,2103
2018-01-16T11:00:00+0100,17145,16400,322,3274,800,2474
2018-01-16T12:00:00+0100,16743,16223,412,3322,850,2471
2018-01-16T13:00:00+0100,16726,16171,498,3304,863,2442
2018-01-16T14:00:00+0100,16705,16243,514,3360,861,2499
2018-01-16T15:00:00+0100,16864,16289,354,3293,858,2435
2018-01-16T16:00:00+0100,17256,16424,147,3131,858,2273
2018-01-16T17:00:00+0100,18138,17200,39,2934,849,2086
2018-01-16T18:00:00+0100,17525,16319,0,2703,851,1852
2018-01-16T19:00:00+0100,16862,15463,0,2373,852,1521
2018-01-16T20:00:00+0100,15922,14849,0,2616,859,1757
2018-01-16T21:00:00+0100,14977,14110,0,2731,859,1872
2018-01-16T22:00:00+0100,13758,13255,0,2651,855,1796
2018-01-16T23:00:00+0100,12696,12201,0,2355,835,1520
2018-01-17T00:00:00+0100,11952,11600,0,2231,837,1394
2018-01-17T01:00:00+0100,11500,11068,0,2462,817,1645
2018-01-17T02:00:00+0100,11125,10687,0,2350,618,1732
2018-01-17T03:00:00+0100,11059,10600,0,2633,755,1878
2018-01-17T04:00:00+0100,11191,10600,0,2871,848,2023
2018-01-17T05:00:00+0100,11732,11102,0,2993,853,2139
2018-01-17T06:00:00+0100,13276,12417,0,3036,842,2195
2018-01-17T07:00:00+0100,15562,14299,0,3013,859,2155
2018-01-17T08:00:00+0100,17094,16000,1,3038,859,2179
2018-01-17T09:00:00+0100,17470,16898,85,2879,859,2020
2018-01-17T10:00:00+0100,17424,17345,262,2825,804,2021
2018-01-17T11:00:00+0100,17459,17567,340,3092,787,2305
2018-01-17T12:00:00+0100,17188,17435,387,3041,796,2245
2018-01-17T13:00:00+0100,17293,17360,428,3190,709,2481
2018-01-17T14:00:00+0100,17193,17301,404,3389,849,2540
2018-01-17T15:00:00+0100,17152,17264,336,3466,855,2611
2018-01-17T16:00:00+0100,17316,17397,215,3419,779,2641
2018-01-17T17:00:00+0100,18228,18052,76,3413,831,2581
2018-01-17T18:00:00+0100,17542,17059,0,3357,853,2504
2018-01-17T19:00:00+0100,16884,16141,0,3082,856,2226
2018-01-17T20:00:00+0100,15885,15382,0,3104,856,2248
2018-01-17T21:00:00+0100,14863,14509,0,3129,855,2273
2018-01-17T22:00:00+0100,13697,13390,0,2994,838,2156
2018-01-17T23:00:00+0100,12742,12414,0,2887,836,2052
2018-01-18T00:00:00+0100,11963,11805,0,2791,839,1952
2018-01-18T01:00:00+0100,11351,11323,0,2644,825,1819
2018-01-18T02:00:00+0100,11018,10954,0,2735,823,1912
2018-01-18T03:00:00+0100,10950,10928,0,2780,787,1993
2018-01-18T04:00:00+0100,11208,11048,0,2944,784,2160
2018-01-18T05:00:00+0100,11788,11585,0,3309,780,2529
2018-01-18T06:00:00+0100,13236,13075,0,3355,744,2610
2018-01-18T07:00:00+0100,15544,15188,0,3228,760,2468
2018-01-18T08:00:00+0100,17048,17008,2,2436,542,1893
2018-01-18T09:00:00+0100,17382,17764,34,1774,530,1244
2018-01-18T10:00:00+0100,17444,17980,102,2045,536,1510
2018-01-18T11:00:00+0100,17178,17932,146,1815,627,1187
2018-01-18T12:00:00+0100,16804,17764,184,2990,808,2182
2018-01-18T13:00:00+0100,16826,17694,241,3370,805,2565
2018-01-18T14:00:00+0100,16858,17613,319,3225,762,2463
2018-01-18T15:00:00+0100,16820,17631,302,2999,820,2179
2018-01-18T16:00:00+0100,16926,17797,169,2584,794,1790
2018-01-18T17:00:00+0100,17734,18452,54,2391,708,1683
2018-01-18T18:00:00+0100,17274,17454,0,1531,426,1105
2018-01-18T19:00:00+0100,16711,16534,0,1243,383,859
2018-01-18T20:00:00+0100,15952,15748,0,981,259,722
2018-01-18T21:00:00+0100,14919,14711,0,944,456,487
2018-01-18T22:00:00+0100,13692,13615,0,914,476,438
2018-01-18T23:00:00+0100,12760,12699,0,940,474,466
2018-01-19T00:00:00+0100,11954,11949,0,891,369,522
2018-01-19T01:00:00+0100,11399,11454,0,982,321,661
2018-01-19T02:00:00+0100,11112,11115,0,1082,304,778
2018-01-19T03:00:00+0100,11029,11056,0,898,326,573
2018-01-19T04:00:00+0100,11103,11184,0,1011,345,666
2018-01-19T05:00:00+0100,11584,11736,0,1098,396,703
2018-01-19T06:00:00+0100,12969,13105,0,1321,531,790
2018-01-19T07:00:00+0100,15308,14958,0,1474,524,950
2018-01-19T08:00:00+0100,16799,16786,2,1411,493,918
2018-01-19T09:00:00+0100,17221,17619,80,1270,463,807
2018-01-19T10:00:00+0100,17054,17924,266,1274,483,791
2018-01-19T11:00:00+0100,16814,18025,392,1441,498,943
2018-01-19T12:00:00+0100,16474,17989,458,1405,488,917
2018-01-19T13:00:00+0100,16508,17959,469,1561,502,1059
2018-01-19T14:00:00+0100,16518,17952,401,1973,633,1340
2018-01-19T15:00:00+0100,16543,17844,282,1959,606,1353
2018-01-19T16:00:00+0100,16686,17913,151,1888,645,1243
2018-01-19T17:00:00+0100,17624,18471,48,1809,703,1106
2018-01-19T18:00:00+0100,17188,17525,0,1846,677,1168
2018-01-19T19:00:00+0100,16465,16586,0,1832,582,1249
2018-01-19T20:00:00+0100,15616,15708,0,1625,552,1073
2018-01-19T21:00:00+0100,14446,14636,0,1749,635,1115
2018-01-19T22:00:00+0100,13474,13495,0,1502,614,888
2018-01-19T23:00:00+0100,12688,12762,0,1445,669,776
2018-01-20T00:00:00+0100,11948,11999,0,1550,598,952
2018-01-20T01:00:00+0100,11350,11440,0,1564,542,1021
2018-01-20T02:00:00+0100,10956,11168,0,1662,546,1116
2018-01-20T03:00:00+0100,10760,11146,0,1648,598,1050
2018-01-20T04:00:00+0100,10693,11181,0,1822,715,1107
2018-01-20T05:00:00+0100,10886,11407,0,1868,745,1124
2018-01-20T06:00:00+0100,11489,11972,0,1491,434,1057
2018-01-20T07:00:00+0100,12509,12943,0,1549,484,1065
2018-01-20T08:00:00+0100,13584,13992,2,1248,310,938
2018-01-20T09:00:00+0100,14571,15027,72,1144,323,820
2018-01-20T10:00:00+0100,15132,15737,200,1152,367,785
2018-01-20T11:00:00+0100,15300,15884,215,984,309,675
2018-01-20T12:00:00+0100,15315,15672,190,789,290,499
2018-01-20T13:00:00+0100,15104,15395,160,682,309,373
2018-01-20T14:00:00+0100,14915,15188,124,483,277,206
2018-01-20T15:00:00+0100,14709,15073,80,403,252,151
2018-01-20T16:00:00+0100,14940,15177,38,311,227,84
2018-01-20T17:00:00+0100,15871,15851,10,253,178,76
2018-01-20T18:00:00+0100,15605,15084,0,349,258,91
2018-01-20T19:00:00+0100,15007,14291,0,294,180,114
2018-01-20T20:00:00+0100,14220,13650,0,216,84,132
2018-01-20T21:00:00+0100,13387,13046,0,353,168,185
2018-01-20T22:00:00+0100,12712,12407,0,472,224,248
2018-01-20T23:00:00+0100,11930,12000,0,789,363,426
2018-01-21T00:00:00+0100,11447,11559,0,964,502,462
2018-01-21T01:00:00+0100,11058,11162,0,1426,470,957
2018-01-21T02:00:00+0100,10662,10777,0,1482,339,1143
2018-01-21T03:00:00+0100,10452,10421,0,1719,375,1344
2018-01-21T04:00:00+0100,10428,10215,0,1711,490,1221
2018-01-21T05:00:00+0100,10574,10224,0,1649,500,1150
2018-01-21T06:00:00+0100,10908,10486,0,1465,455,1011
2018-01-21T07:00:00+0100,11462,10920,0,1036,311,726
2018-01-21T08:00:00+0100,12161,11603,2,900,221,679
2018-01-21T09:00:00+0100,12722,12303,156,466,101,365
2018-01-21T10:00:00+0100,12990,12957,489,282,58,224
2018-01-21T11:00:00+0100,13054,13215,670,137,29,108
2018-01-21T12:00:00+0100,12997,13517,778,88,2,86
2018-01-21T13:00:00+0100,13037,13453,823,109,5,104
2018-01-21T14:00:00+0100,13377,13357,736,107,3,104
2018-01-21T15:00:00+0100,13462,13529,501,132,17,115
2018-01-21T16:00:00+0100,13792,13967,240,278,70,209
2018-01-21T17:00:00+0100,15189,15009,70,513,148,365
2018-01-21T18:00:00+0100,15236,14518,0,777,271,507
2018-01-21T19:00:00+0100,14789,14009,0,1045,410,634
2018-01-21T20:00:00+0100,14153,13397,0,1415,624,791
2018-01-21T21:00:00+0100,13418,12806,0,1728,747,981
2018-01-21T22:00:00+0100,12662,11998,0,1824,753,1071
2018-01-21T23:00:00+0100,11672,11196,0,1867,760,1107
2018-01-22T00:00:00+0100,11168,10738,0,2144,765,1378
2018-01-22T01:00:00+0100,10906,10437,0,2269,804,1465
2018-01-22T02:00:00+0100,10722,10117,0,2262,755,1507
2018-01-22T03:00:00+0100,10696,9929,0,1951,708,1244
2018-01-22T04:00:00+0100,10799,9878,0,1658,672,985
2018-01-22T05:00:00+0100,11348,10224,0,1470,724,747
2018-01-22T06:00:00+0100,12938,11327,0,1452,742,710
2018-01-22T07:00:00+0100,15255,13160,0,1483,629,854
2018-01-22T08:00:00+0100,16767,14697,3,1588,510,1078
2018-01-22T09:00:00+0100,17121,15139,49,1448,361,1087
2018-01-22T10:00:00+0100,17136,15251,162,1333,265,1068
2018-01-22T11:00:00+0100,16982,15192,266,1106,181,925
2018-01-22T12:00:00+0100,16679,15230,318,1306,362,944
2018-01-22T13:00:00+0100,16728,15435,300,1326,392,934
2018-01-22T14:00:00+0100,16636,15757,224,1328,446,882
2018-01-22T15:00:00+0100,16705,16052,141,1415,498,917
2018-01-22T16:00:00+0100,16930,16478,70,1648,556,1092
2018-01-22T17:00:00+0100,17674,17186,18,1928,675,1253
2018-01-22T18:00:00+0100,17190,16558,0,1887,601,1286
2018-01-22T19:00:00+0100,16544,16041,0,2061,622,1439
2018-01-22T20:00:00+0100,15621,15212,0,2016,575,1441
2018-01-22T21:00:00+0100,14521,14452,0,1769,509,1261
2018-01-22T22:00:00+0100,13392,13410,0,1826,505,1320
2018-01-22T23:00:00+0100,12388,12569,0,1793,487,1305
2018-01-23T00:00:00+0100,11626,11882,0,1473,423,1050
2018-01-23T01:00:00+0100,11172,11371,0,1196,328,867
2018-01-23T02:00:00+0100,10934,11028,0,1071,273,797
2018-01-23T03:00:00+0100,10803,10843,0,1263,336,927
2018-01-23T04:00:00+0100,10880,10880,0,1225,256,969
2018-01-23T05:00:00+0100,11470,11439,0,1083,297,787
2018-01-23T06:00:00+0100,13091,12881,0,1139,214,925
2018-01-23T07:00:00+0100,15431,15288,0,1325,330,995
2018-01-23T08:00:00+0100,16802,17267,2,1572,483,1089
2018-01-23T09:00:00+0100,17154,17930,43,1842,731,1111
2018-01-23T10:00:00+0100,17095,18265,150,2112,803,1309
2018-01-23T11:00:00+0100,16950,17997,289,2320,838,1482
2018-01-23T12:00:00+0100,16525,17684,392,2408,831,1577
2018-01-23T13:00:00+0100,16595,17632,348,2622,833,1789
2018-01-23T14:00:00+0100,16756,17741,208,2909,836,2073
2018-01-23T15:00:00+0100,16916,17854,80,3192,839,2353
2018-01-23T16:00:00+0100,17161,17989,20,3357,844,2513
2018-01-23T17:00:00+0100,17838,18688,4,3366,845,2521
2018-01-23T18:00:00+0100,17237,17655,0,3400,855,2545
2018-01-23T19:00:00+0100,16672,16732,0,3455,858,2597
2018-01-23T20:00:00+0100,15723,15939,0,3481,852,2630
2018-01-23T21:00:00+0100,14690,15009,0,3510,857,2653
2018-01-23T22:00:00+0100,13536,13892,0,3445,857,2588
2018-01-23T23:00:00+0100,12517,12721,0,3442,858,2583
2018-01-24T00:00:00+0100,11734,12210,0,3395,841,2554
2018-01-24T01:00:00+0100,11277,11761,0,3309,847,2462
2018-01-24T02:00:00+0100,10949,11410,0,3225,850,2375
2018-01-24T03:00:00+0100,10828,11182,0,3223,843,2380
2018-01-24T04:00:00+0100,10877,11210,0,3109,848,2261
2018-01-24T05:00:00+0100,11399,11712,0,3180,848,2332
2018-01-24T06:00:00+0100,12904,13089,0,3207,846,2362
2018-01-24T07:00:00+0100,15172,15277,0,3354,853,2501
2018-01-24T08:00:00+0100,16574,17093,3,3445,854,2591
2018-01-24T09:00:00+0100,16975,17882,27,3546,855,2691
2018-01-24T10:00:00+0100,17014,18090,66,3626,852,2774
2018-01-24T11:00:00+0100,17047,18161,85,3631,838,2793
2018-01-24T12:00:00+0100,16850,17841,106,3586,797,2789
2018-01-24T13:00:00+0100,16898,17846,135,3556,779,2777
2018-01-24T14:00:00+0100,16854,17755,163,3496,729,2767
2018-01-24T15:00:00+0100,16785,17690,140,3444,664,2779
2018-01-24T16:00:00+0100,16961,17810,68,3623,845,2778
2018-01-24T17:00:00+0100,17738,18481,14,3638,835,2803
2018-01-24T18:00:00+0100,17062,17454,0,3359,732,2628
2018-01-24T19:00:00+0100,16409,16800,0,2695,629,2066
2018-01-24T20:00:00+0100,15535,15913,0,2111,686,1425
2018-01-24T21:00:00+0100,14621,14907,0,2090,741,1349
2018-01-24T22:00:00+0100,13597,13772,0,2264,809,1455
2018-01-24T23:00:00+0100,12628,12959,0,2499,846,1653
2018-01-25T00:00:00+0100,11836,12332,0,2896,847,2050
2018-01-25T01:00:00+0100,11366,11833,0,2974,840,2134
2018-01-25T02:00:00+0100,11050,11414,0,2931,838,2093
2018-01-25T03:00:00+0100,10933,11263,0,2843,832,2011
2018-01-25T04:00:00+0100,11010,11273,0,2742,847,1894
2018-01-25T05:00:00+0100,11580,11684,0,2758,846,1912
2018-01-25T06:00:00+0100,13136,13057,0,2595,845,1750
2018-01-25T07:00:00+0100,15418,15347,0,2419,824,1594
2018-01-25T08:00:00+0100,16810,17376,3,2182,779,1403
2018-01-25T09:00:00+0100,17089,18159,54,2098,829,1270
2018-01-25T10:00:00+0100,17052,18259,152,1989,807,1182
2018-01-25T11:00:00+0100,16948,18062,216,1985,823,1163
2018-01-25T12:00:00+0100,16545,17766,256,2016,835,1181
2018-01-25T13:00:00+0100,16620,17697,246,1925,826,1099
2018-01-25T14:00:00+0100,16624,17716,193,1631,758,873
2018-01-25T15:00:00+0100,16748,17741,130,1438,710,728
2018-01-25T16:00:00+0100,17068,17890,70,1327,686,641
2018-01-25T17:00:00+0100,17840,18723,19,1241,635,606
2018-01-25T18:00:00+0100,17340,17981,0,1250,569,681
2018-01-25T19:00:00+0100,16724,17175,0,1326,641,685
